season,round,match_id,match_number,group,date,time,home_team_id,home_team,home_goals,away_team_id,away_team,away_goals,venue,city,state,championship
2026,27,832156,266,GRUPO ÚNICO,,,62194,Atlético Mineiro,,20014,Fluminense,,-  -,,,Campeonato Brasileiro
2026,27,832157,267,GRUPO ÚNICO,,,20013,Grêmio,,60646,Vasco da Gama Saf,,-  -,,,Campeonato Brasileiro
2026,27,832158,268,GRUPO ÚNICO,,,61590,Coritiba SAF,,20052,Athletico Paranaense,,-  -,,,Campeonato Brasileiro
2026,27,832159,269,GRUPO ÚNICO,,,61377,Bahia,,20022,Remo,,-  -,,,Campeonato Brasileiro
2026,27,832160,270,GRUPO ÚNICO,,,20086,Chapecoense,,20011,Internacional,,-  -,,,Campeonato Brasileiro
2026,28,832161,271,GRUPO ÚNICO,,,20016,Flamengo,,20007,Red Bull Bragantino,,-  -,,,Campeonato Brasileiro
2026,28,832162,272,GRUPO ÚNICO,,,60646,Vasco da Gama Saf,,61590,Coritiba SAF,,-  -,,,Campeonato Brasileiro
2026,28,832163,273,GRUPO ÚNICO,,,20005,São Paulo,,20011,Internacional,,-  -,,,Campeonato Brasileiro
2026,28,832164,274,GRUPO ÚNICO,,,20001,Corinthians,,20014,Fluminense,,-  -,,,Campeonato Brasileiro
2026,28,832165,275,GRUPO ÚNICO,,,20385,Mirassol,,60175,Botafogo,,-  -,,,Campeonato Brasileiro
2026,28,832166,276,GRUPO ÚNICO,,,62194,Atlético Mineiro,,20086,Chapecoense,,-  -,,,Campeonato Brasileiro
2026,28,832167,277,GRUPO ÚNICO,,,20013,Grêmio,,20002,Palmeiras,,-  -,,,Campeonato Brasileiro
2026,28,832168,278,GRUPO ÚNICO,,,20052,Athletico Paranaense,,61377,Bahia,,-  -,,,Campeonato Brasileiro
2026,28,832169,279,GRUPO ÚNICO,,,20018,Vitória,,59849,Cruzeiro,,-  -,,,Campeonato Brasileiro
2026,28,832170,280,GRUPO ÚNICO,,,20022,Remo,,20008,Santos FC,,-  -,,,Campeonato Brasileiro
2026,29,832171,281,GRUPO ÚNICO,,,20014,Fluminense,,61590,Coritiba SAF,,-  -,,,Campeonato Brasileiro
2026,29,832172,282,GRUPO ÚNICO,,,60175,Botafogo,,60646,Vasco da Gama Saf,,-  -,,,Campeonato Brasileiro
2026,29,832173,283,GRUPO ÚNICO,,,20008,Santos FC,,20016,Flamengo,,-  -,,,Campeonato Brasileiro
2026,29,832174,284,GRUPO ÚNICO,,,20002,Palmeiras,,61377,Bahia,,-  -,,,Campeonato Brasileiro
2026,29,832175,285,GRUPO ÚNICO,,,20007,Red Bull Bragantino,,20385,Mirassol,,-  -,,,Campeonato Brasileiro
2026,29,832176,286,GRUPO ÚNICO,,,59849,Cruzeiro,,20005,São Paulo,,-  -,,,Campeonato Brasileiro
2026,29,832177,287,GRUPO ÚNICO,,,20011,Internacional,,20001,Corinthians,,-  -,,,Campeonato Brasileiro
2026,29,832178,288,GRUPO ÚNICO,,,20052,Athletico Paranaense,,62194,Atlético Mineiro,,-  -,,,Campeonato Brasileiro
2026,29,832179,289,GRUPO ÚNICO,,,20018,Vitória,,20086,Chapecoense,,-  -,,,Campeonato Brasileiro
2026,29,832180,290,GRUPO ÚNICO,,,20022,Remo,,20013,Grêmio,,-  -,,,Campeonato Brasileiro
2026,30,832181,291,GRUPO ÚNICO,,,20016,Flamengo,,20014,Fluminense,,-  -,,,Campeonato Brasileiro
2026,30,832182,292,GRUPO ÚNICO,,,60646,Vasco da Gama Saf,,20022,Remo,,-  -,,,Campeonato Brasileiro
2026,30,832183,293,GRUPO ÚNICO,,,20005,São Paulo,,20018,Vitória,,-  -,,,Campeonato Brasileiro
2026,30,832184,294,GRUPO ÚNICO,,,20002,Palmeiras,,20001,Corinthians,,-  -,,,Campeonato Brasileiro
2026,30,832185,295,GRUPO ÚNICO,,,20007,Red Bull Bragantino,,59849,Cruzeiro,,-  -,,,Campeonato Brasileiro
2026,30,832186,296,GRUPO ÚNICO,,,62194,Atlético Mineiro,,20008,Santos FC,,-  -,,,Campeonato Brasileiro
2026,30,832187,297,GRUPO ÚNICO,,,20013,Grêmio,,20011,Internacional,,-  -,,,Campeonato Brasileiro
2026,30,832188,298,GRUPO ÚNICO,,,61590,Coritiba SAF,,60175,Botafogo,,-  -,,,Campeonato Brasileiro
2026,30,832189,299,GRUPO ÚNICO,,,61377,Bahia,,20385,Mirassol,,-  -,,,Campeonato Brasileiro
2026,30,832190,300,GRUPO ÚNICO,,,20086,Chapecoense,,20052,Athletico Paranaense,,-  -,,,Campeonato Brasileiro
2026,31,832191,301,GRUPO ÚNICO,,,20014,Fluminense,,20008,Santos FC,,-  -,,,Campeonato Brasileiro
2026,31,832192,302,GRUPO ÚNICO,,,60175,Botafogo,,20086,Chapecoense,,-  -,,,Campeonato Brasileiro
2026,31,832193,303,GRUPO ÚNICO,,,20005,São Paulo,,60646,Vasco da Gama Saf,,-  -,,,Campeonato Brasileiro
2026,31,832194,304,GRUPO ÚNICO,,,20001,Corinthians,,20018,Vitória,,-  -,,,Campeonato Brasileiro
2026,31,832195,305,GRUPO ÚNICO,,,20385,Mirassol,,20011,Internacional,,-  -,,,Campeonato Brasileiro
2026,31,832196,306,GRUPO ÚNICO,,,62194,Atlético Mineiro,,61590,Coritiba SAF,,-  -,,,Campeonato Brasileiro
2026,31,832197,307,GRUPO ÚNICO,,,20013,Grêmio,,59849,Cruzeiro,,-  -,,,Campeonato Brasileiro
2026,31,832198,308,GRUPO ÚNICO,,,20052,Athletico Paranaense,,20002,Palmeiras,,-  -,,,Campeonato Brasileiro
2026,31,832199,309,GRUPO ÚNICO,,,61377,Bahia,,20016,Flamengo,,-  -,,,Campeonato Brasileiro
2026,31,832200,310,GRUPO ÚNICO,,,20022,Remo,,20007,Red Bull Bragantino,,-  -,,,Campeonato Brasileiro
2026,32,832201,311,GRUPO ÚNICO,,,20016,Flamengo,,62194,Atlético Mineiro,,-  -,,,Campeonato Brasileiro
2026,32,832202,312,GRUPO ÚNICO,,,60646,Vasco da Gama Saf,,20001,Corinthians,,-  -,,,Campeonato Brasileiro
2026,32,832203,313,GRUPO ÚNICO,,,20008,Santos FC,,61377,Bahia,,-  -,,,Campeonato Brasileiro
2026,32,832204,314,GRUPO ÚNICO,,,20002,Palmeiras,,20007,Red Bull Bragantino,,-  -,,,Campeonato Brasileiro
2026,32,832205,315,GRUPO ÚNICO,,,20385,Mirassol,,20005,São Paulo,,-  -,,,Campeonato Brasileiro
2026,32,832206,316,GRUPO ÚNICO,,,59849,Cruzeiro,,20022,Remo,,-  -,,,Campeonato Brasileiro
2026,32,832207,317,GRUPO ÚNICO,,,20011,Internacional,,60175,Botafogo,,-  -,,,Campeonato Brasileiro
2026,32,832208,318,GRUPO ÚNICO,,,61590,Coritiba SAF,,20013,Grêmio,,-  -,,,Campeonato Brasileiro
2026,32,832209,319,GRUPO ÚNICO,,,20018,Vitória,,20052,Athletico Paranaense,,-  -,,,Campeonato Brasileiro
2026,32,832210,320,GRUPO ÚNICO,,,20086,Chapecoense,,20014,Fluminense,,-  -,,,Campeonato Brasileiro
2026,33,832211,321,GRUPO ÚNICO,,,20014,Fluminense,,20011,Internacional,,-  -,,,Campeonato Brasileiro
2026,33,832212,322,GRUPO ÚNICO,,,60646,Vasco da Gama Saf,,20016,Flamengo,,-  -,,,Campeonato Brasileiro
2026,33,832213,323,GRUPO ÚNICO,,,20008,Santos FC,,20002,Palmeiras,,-  -,,,Campeonato Brasileiro
2026,33,832214,324,GRUPO ÚNICO,,,20001,Corinthians,,20385,Mirassol,,-  -,,,Campeonato Brasileiro
2026,33,832215,325,GRUPO ÚNICO,,,20007,Red Bull Bragantino,,20086,Chapecoense,,-  -,,,Campeonato Brasileiro
2026,33,832216,326,GRUPO ÚNICO,,,62194,Atlético Mineiro,,59849,Cruzeiro,,-  -,,,Campeonato Brasileiro
2026,33,832217,327,GRUPO ÚNICO,,,20013,Grêmio,,20052,Athletico Paranaense,,-  -,,,Campeonato Brasileiro
2026,33,832218,328,GRUPO ÚNICO,,,61590,Coritiba SAF,,20018,Vitória,,-  -,,,Campeonato Brasileiro
2026,33,832219,329,GRUPO ÚNICO,,,61377,Bahia,,20005,São Paulo,,-  -,,,Campeonato Brasileiro
2026,33,832220,330,GRUPO ÚNICO,,,20022,Remo,,60175,Botafogo,,-  -,,,Campeonato Brasileiro
2026,34,832221,331,GRUPO ÚNICO,,,20016,Flamengo,,20013,Grêmio,,-  -,,,Campeonato Brasileiro
2026,34,832222,332,GRUPO ÚNICO,,,60175,Botafogo,,62194,Atlético Mineiro,,-  -,,,Campeonato Brasileiro
2026,34,832223,333,GRUPO ÚNICO,,,20005,São Paulo,,20001,Corinthians,,-  -,,,Campeonato Brasileiro
2026,34,832224,334,GRUPO ÚNICO,,,20002,Palmeiras,,20022,Remo,,-  -,,,Campeonato Brasileiro
2026,34,832225,335,GRUPO ÚNICO,,,20007,Red Bull Bragantino,,20008,Santos FC,,-  -,,,Campeonato Brasileiro
2026,34,832226,336,GRUPO ÚNICO,,,59849,Cruzeiro,,61377,Bahia,,-  -,,,Campeonato Brasileiro
2026,34,832227,337,GRUPO ÚNICO,,,20011,Internacional,,61590,Coritiba SAF,,-  -,,,Campeonato Brasileiro
2026,34,832228,338,GRUPO ÚNICO,,,20052,Athletico Paranaense,,60646,Vasco da Gama Saf,,-  -,,,Campeonato Brasileiro
2026,34,832229,339,GRUPO ÚNICO,,,20018,Vitória,,20014,Fluminense,,-  -,,,Campeonato Brasileiro
2026,34,832230,340,GRUPO ÚNICO,,,20086,Chapecoense,,20385,Mirassol,,-  -,,,Campeonato Brasileiro
2026,35,832231,341,GRUPO ÚNICO,,,20016,Flamengo,,20052,Athletico Paranaense,,-  -,,,Campeonato Brasileiro
2026,35,832232,342,GRUPO ÚNICO,,,60646,Vasco da Gama Saf,,20011,Internacional,,-  -,,,Campeonato Brasileiro
2026,35,832233,343,GRUPO ÚNICO,,,20005,São Paulo,,20014,Fluminense,,-  -,,,Campeonato Brasileiro
2026,35,832234,344,GRUPO ÚNICO,,,20001,Corinthians,,60175,Botafogo,,-  -,,,Campeonato Brasileiro
2026,35,832235,345,GRUPO ÚNICO,,,20385,Mirassol,,62194,Atlético Mineiro,,-  -,,,Campeonato Brasileiro
2026,35,832236,346,GRUPO ÚNICO,,,59849,Cruzeiro,,20002,Palmeiras,,-  -,,,Campeonato Brasileiro
2026,35,832237,347,GRUPO ÚNICO,,,20013,Grêmio,,61377,Bahia,,-  -,,,Campeonato Brasileiro
2026,35,832238,348,GRUPO ÚNICO,,,61590,Coritiba SAF,,20008,Santos FC,,-  -,,,Campeonato Brasileiro
2026,35,832239,349,GRUPO ÚNICO,,,20018,Vitória,,20007,Red Bull Bragantino,,-  -,,,Campeonato Brasileiro
2026,35,832240,350,GRUPO ÚNICO,,,20022,Remo,,20086,Chapecoense,,-  -,,,Campeonato Brasileiro
2026,36,832241,351,GRUPO ÚNICO,,,20014,Fluminense,,20385,Mirassol,,-  -,,,Campeonato Brasileiro
2026,36,832242,352,GRUPO ÚNICO,,,60175,Botafogo,,20005,São Paulo,,-  -,,,Campeonato Brasileiro
2026,36,832243,353,GRUPO ÚNICO,,,20008,Santos FC,,20013,Grêmio,,-  -,,,Campeonato Brasileiro
2026,36,832244,354,GRUPO ÚNICO,,,20002,Palmeiras,,20016,Flamengo,,-  -,,,Campeonato Brasileiro
2026,36,832245,355,GRUPO ÚNICO,,,20007,Red Bull Bragantino,,60646,Vasco da Gama Saf,,-  -,,,Campeonato Brasileiro
2026,36,832246,356,GRUPO ÚNICO,,,62194,Atlético Mineiro,,20001,Corinthians,,-  -,,,Campeonato Brasileiro
2026,36,832247,357,GRUPO ÚNICO,,,20011,Internacional,,20018,Vitória,,-  -,,,Campeonato Brasileiro
2026,36,832248,358,GRUPO ÚNICO,,,20052,Athletico Paranaense,,20022,Remo,,-  -,,,Campeonato Brasileiro
2026,36,832249,359,GRUPO ÚNICO,,,61377,Bahia,,61590,Coritiba SAF,,-  -,,,Campeonato Brasileiro
2026,36,832250,360,GRUPO ÚNICO,,,20086,Chapecoense,,59849,Cruzeiro,,-  -,,,Campeonato Brasileiro
2026,37,832251,361,GRUPO ÚNICO,,,20014,Fluminense,,59849,Cruzeiro,,-  -,,,Campeonato Brasileiro
2026,37,832252,362,GRUPO ÚNICO,,,60175,Botafogo,,61377,Bahia,,-  -,,,Campeonato Brasileiro
2026,37,832253,363,GRUPO ÚNICO,,,20005,São Paulo,,20022,Remo,,-  -,,,Campeonato Brasileiro
2026,37,832254,364,GRUPO ÚNICO,,,20001,Corinthians,,20013,Grêmio,,-  -,,,Campeonato Brasileiro
2026,37,832255,365,GRUPO ÚNICO,,,20385,Mirassol,,20052,Athletico Paranaense,,-  -,,,Campeonato Brasileiro
2026,37,832256,366,GRUPO ÚNICO,,,62194,Atlético Mineiro,,60646,Vasco da Gama Saf,,-  -,,,Campeonato Brasileiro
2026,37,832257,367,GRUPO ÚNICO,,,20011,Internacional,,20007,Red Bull Bragantino,,-  -,,,Campeonato Brasileiro
2026,37,832258,368,GRUPO ÚNICO,,,61590,Coritiba SAF,,20016,Flamengo,,-  -,,,Campeonato Brasileiro
2026,37,832259,369,GRUPO ÚNICO,,,20018,Vitória,,20008,Santos FC,,-  -,,,Campeonato Brasileiro
2026,37,832260,370,GRUPO ÚNICO,,,20086,Chapecoense,,20002,Palmeiras,,-  -,,,Campeonato Brasileiro
2026,38,832261,371,GRUPO ÚNICO,,,20016,Flamengo,,20086,Chapecoense,,-  -,,,Campeonato Brasileiro
2026,38,832262,372,GRUPO ÚNICO,,,60646,Vasco da Gama Saf,,20018,Vitória,,-  -,,,Campeonato Brasileiro
2026,38,832263,373,GRUPO ÚNICO,,,20008,Santos FC,,60175,Botafogo,,-  -,,,Campeonato Brasileiro
2026,38,832264,374,GRUPO ÚNICO,,,20002,Palmeiras,,61590,Coritiba SAF,,-  -,,,Campeonato Brasileiro
2026,38,832265,375,GRUPO ÚNICO,,,20007,Red Bull Bragantino,,20014,Fluminense,,-  -,,,Campeonato Brasileiro
2026,38,832266,376,GRUPO ÚNICO,,,59849,Cruzeiro,,20011,Internacional,,-  -,,,Campeonato Brasileiro
2026,38,832267,377,GRUPO ÚNICO,,,20013,Grêmio,,20385,Mirassol,,-  -,,,Campeonato Brasileiro
2026,38,832268,378,GRUPO ÚNICO,,,20052,Athletico Paranaense,,20005,São Paulo,,-  -,,,Campeonato Brasileiro
2026,38,832269,379,GRUPO ÚNICO,,,61377,Bahia,,62194,Atlético Mineiro,,-  -,,,Campeonato Brasileiro
2026,38,832270,380,GRUPO ÚNICO,,,20022,Remo,,20001,Corinthians,,-  -,,,Campeonato Brasileiro
